barcode,name,unit
4746922419,บิลเงินสด SSB No.3 ประเภท2ชั้น คาร์บอนในตัว (10เล่ม/แพ็ค),แพ็ค
47465013829,เทปผ้าสีน้ำตาลอ่อน 1.5นิ้ว 8หลา 8ม้วน,แพ็ค
4746720093,พลาสเตอร์ปิดแผล ไทเกอร์พล๊าส ชนิดผ้ายืด (100แผ่น/กล่อง),กล่อง
FAH64000231,สมุดบัญชี2AปกPVC สีสดคละสี*6ล,แพ็ค
4746820816,AA สมุดนักเรียน สพฐ เส้นครึ่งบรรทัด 40แผ่น (12เล่ม/แพ็ค),แพ็ค
47464011151,ปากกา Flexoffice หมึกน้ำมัน 0.7มม. FO-024 หมึกแดง (12ด้าม/กล่อง),กล่อง
4740200,พู่กันกลม ไทยแหลมทอง #9 *6ด,แพ็ค
4895151489349,ปากกาชาร์ปี้คัลเลอร์อัลตราไฟน์(คละสี) *24ด,แพ็ค
47465013554,สีเทียน จัมโบ้ 24สี สเต็ดเล่อร์ 2290NC24 *12กล่อง,แพ็ค
47465013586,ไม้บรรทัด HAWK PVC 12นิ้ว HK-PVC30 (12ชิ้น/แพ็ค),แพ็ค
47465013590,ไส้ดินสอกดfaster 2B 0.5 MCL2B-01*12ช,กล่อง
47465015230,ปากกาเจล0.7 papermate Inkjoy น้ำเงิน*12,กล่อง
FAH64002270,"ลวดเย็บกระดาษเบอร์ 3-1M""แมกซ์ *24ก",กล่อง
47466017026,ปากกา DONG-A ลูกลื่น MY-Gel Q หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
4746922735,ดินสอสีไม้ STAEDTLER 2หัว 24สี (12กล่อง/แพ็ค),แพ็ค
4746719993,ปากกาเน้นข้อความ SOFTY AL-303 GREEN (10ด้าม/กล่อง),กล่อง
FAH64001576,กระดาษโปสเตอร์แข็งคละสี *50ผ,ห่อ
4746617589,ไหมพรมG-5001-2/15กรัม สีเหลือง*12,แพ็ค
8851023006577,ปากกาเพ้นท์เล็ก SAKURA 1.0มม.(F) *12ด,แพ็ค
4746718941,แฟ้มกระเป๋าซองตาไก่ Elephant 435F สีฟ้า (12ชิ้น/แพ็ค),แพ็ค
8851023013452,พู่กันกลม I-PAINT #12 (6ชิ้น/แพ็ค),แพ็ค
FAH64003384,ปากกาไวท์บอร์ด DONG-A ดำ *12ด,กล่อง
4746923009,ซองซิป Bx B6 No.HX-3623  (10ใบ/แพ็ค),แพ็ค
4746821950,แฟ้มซองกระดุม MT A4 FRN-OS08 (12ชิ้น/แพ็ค),แพ็ค
6925282282576,ปากกาแดง SuperOiball A6 *50ด,กระปุก
47465014898,โบว์ผีเสื้อ18มิล สีน้ำเงิน PRM18-6DB,แพ็ค
4746617611,ไหมพรมG-5002-10/40กรัม สีเขียวอ่อน*12,แพ็ค
FAH64000529,กระดาษคาร์บอน Embassy333 สีน้ำเงิน ขนาด 210x165mm.(รุ่นกลาง) 100แผ่น/กล่อง,กล่อง
FAH64003644,ปากกาไวท์บอร์ด FABER-CASTELL สีดำ (10ด้าม/กล่อง),กล่อง
FAH64000129,บิลเงินสด Flamingo No.2 (10เล่ม/แพ็ค),แพ็ค
4746617591,ไหมพรมG-5001-4/15กรัม สีแดง*12,แพ็ค
FAH64002765,แฟ้มซองกระดุมตราช้าง425A4 ขาว *12ช,แพ็ค
47465016088,ซองขาวยาว SSB เบอร์9/125 (500ซอง/กล่อง),กล่อง
4746820626,ดินน้ำมันยากิย่าใบไม้เล็ก10กรัม (12ก้อน/แพ็ค),แพ็ค
8809419815371,JAVAปากกาNaong 0.38mm. ชมพู *12ด,กล่อง
4746718939,แฟ้มกระเป๋าซองตาไก่ Elephant 435F สีน้ำเงิน (12ชิ้น/แพ็ค),แพ็ค
FAH64001391,ซองขาว KTV เบอร์9/125A ครุฑ (500ซอง/กล่อง),กล่อง
FAH64000089,บิลเงินสด Flamingo No.1 (10เล่ม/แพ็ค),แพ็ค
47466016859,ธงธรรมจักร 50x75cm. *10,แพ็ค
6941025156454,56454 ปากกาน้ำเงิน0.7 SuperOiball A5 *40ด,กระปุก
6941025161908,ปากกาตัดเส้นสีดำ0.3 M&G *12ด,กล่อง
FAH64002767,แฟ้มซองกระดุมตราช้าง425A4 เขียว *12ช,แพ็ค
9555684638793,ปากกาลูกลื่นเฟเบอร์0.5 RX5 สีม่วง *30ด,กระปุก
4746618229,ใบมีดตราช้าง รุ่น 930 *9มม /10ชิ้น,กล่อง
8851552201641,ปากกาเคมี2หัว Horse สีเขียวแก่ (12ด้าม/กล่อง),กล่อง
4746617951,กระดาษลิตมัสสีแดง *100ช,หลอด
FAH64001406,กรรไกร KTV 7นิ้ว NO.907 (12ชิ้น/กล่อง),กล่อง
FAH64000699,ธงชาติ80x120cm.*10ผ,แพ็ค
8851552201696,ปากกาเคมี2หัวตราม้า/สีฟ้า *12ด,กล่อง
47466016527,แฟ้มซองกระดุมF4 MT PRC-OS07 (12ชิ้น/แพ็ค),โหล
FAH64000041,ตราช้างลวดเย็บ No.T-13 *10 ก,แพ็ค
47464011904,ปากกาลูกลื่น153*การ์ตูน0.5*เหลืองมัสตาร์ด*12ด.,กล่อง
47465015515,ควอนตั้ม ปากกาเจลลูลอยด์ M5 Maxx Klean 0.5*50ด้าม,กระปุก
47465015852,ปากกาลูกลื่น G Stream 0.5 Dong-A ดำ*12pcs,กล่อง
4741995,ปากกาหมึกเจลน้ำเงิน0.5 oni-B111 *12ด,กล่อง
47465013706,ปากกาเคมี2หัว Flexoffice FO-PM01 สีแดง (12ด้าม/กล่อง),กล่อง
28851907105062,ไส้ดินสอกดควอนตั้ม คิว 300 2B *12,กล่อง
8851023013599,พู่กันพัด I-PAINT #2 (12ชิ้น/แพ็ค),แพ็ค
9556089006422,ปากกาไฮไลท์สีเขียว157763 *10ด*เฟเบอร์,กล่อง
FAH64000259,สมุดปกน้ำเงินNo.2AA*แพ็ค6เล่ม,แพ็ค
FAH64006870,ถุงหูหิ้วตราดาว หนา 12x20 *10ห่อ,มัด
FAH64002766,แฟ้มซองกระดุมตราช้าง425A4 แดง *12ช,แพ็ค
FAH64000694,ธงชาติ90x135cm.*10ผ,แพ็ค
FAH64006861,ถุงหูหิ้วตราดาว บาง 6x14 *10ห่อ,มัด
18851907177345,77345 ดินสอสีแท่งยาว*F-12* 12สี *12ก*ตราช้าง,แพ็ค
4746820895,ดินสอดำแฟนซี มาสเตอร์อาร์ต 2B STAR No.6 (12กล่อง/แพ็ค),แพ็ค
9555684638069,ปากกาลูกลื่น1423/สีน้ำเงิน0.5เฟเบอร์ *30ด,กระปุก
4746922951,แก้วน้ำพลาสติก No.333 (12ใบ/แพ็ค),แพ็ค
FAH64001474,แฟ้มซองกระดุมF4 คละสี H016-1 *12ช,แพ็ค
47465014640,ปากกาหมึกเจลหัวเข็มแบบกด Pentel ENERGEL BLN75-B 0.5mm. หมึกแดง (12ด้าม/กล่อง),กล่อง
9555684652294,ปากกาน้ำเงิน0.7CX PLUS เฟเบอร์ *10ด,กล่อง
4743718,โมนามิปากกาสีน้ำซูเปอร์ไซน์เพน เขียวแก่ *12ด,กล่อง
4746617849,เทปผ้า Armstrong 24mmx8 เขียวอ่อน*12,แพ็ค
8851907099312,ดินสอดำ เอลเฟ่น HB#2002*12ด,กล่อง
8853104985336,SM*กระดาษชานอ้อย1.2MM A3*10แผ่น,แพ็ค
8801456104685,ปากกาไฮท์ไล์ Mycolor 2-Tone Dong-A 49/33 เทาดำ *12,โหล
47464011728,ถุงกระดาษน้ำตาล*DOMON*FF-120(XXS)*12ช.,แพ็ค
4746617267,ปากกา ควอนตั้ม เซนส์ 0.29 หมึกน้ำเงิน 12ด้าม/แพ็ค,แพ็ค
4746617885,เทปผ้า Armstrong 48mmx8 สีชมพู*6,แพ็ค
4746820415,สมุดปกน้ำเงิน หุ้มปกใส ขนาด24x35ซม. No.1S (6เล่ม/แพ็ค),แพ็ค
FAH64001025,แฟ้มแขวน เอลเฟ่น ELFS525B สีน้ำเงิน (5แพ็ค/ลัง),ลัง
9555684673923,73923 ปากกาเน้นข้อความสลิม ส้มพาสเทล *10ด*เฟเบอร์,กล่อง
FAH64001365,ฟลามิงโก้หมึกเติมแท่นประทับ สีดำ*6ข,แพ็ค
FAH64006788,ธงสก. ฟ้า 60x90ซม. 10ผืน/แพ็ค,แพ็ค
28851907065779,ดินสอวาดเขียน5B เรนาซองซ์ *12ท,กล่อง
47464012004,เนื้อในแฟ้มประวัติข้าราชการ(ขาว)*100ล.,แพ็ค
FAH64003656,แบบบันทึกสุขภาพประจำตัวนักเรียน *100ล,แพ็ค
4746720176,ดินสอดำ 6B สเต็ดเล่อร์ (12แท่ง/กล่อง),กล่อง
4746923212,กบเหลาดินสอ Baby Nauqhty TR-344  1กล่อง/52ชิ้น,กล่อง
FAH64001990,Scotch เทป500 18mmx33y. *6,แพ็ค
FAH64000927,แท่นประทับตราช้าง E03B สีน้ำเงิน *12อ,แพ็ค
4746617595,ไหมพรมG-5001-7/15กรัม สีม่วง*12,แพ็ค
8996028103897,ปากกาลูกลื่นเจล Soft NX Plus0.38 แดง *12,กล่อง
47464011880,ปากกาลูกลื่น153*แทรเวล0.5*นง.เนเจอร์กรีน*12ด.,กล่อง
47465014902,โบว์ผีเสื้อ18มิล สีบานเย็น PRM18-4DP,แพ็ค
FAH64001650,ลวดเย็บ T3-10MB แม็กซ์ กล่องใหญ่ 20กล่อง/แพ็ค,แพ็ค
4743450,ปากกาลบได้ดำ-น้ำเงิน 0.5 BG-993 *12ด,กล่อง
18851907104594,สมุดวาดเขียน R102 *6ล*เรนาซองส์,แพ็ค
18851907031005,พู่กันจิตกรน้อยเบอร์12 *10ท,แพ็ค
47464011892,ปากกาลูกลื่น153*การ์ตูน0.5*ชมพูแคนดี้*12ด.,แพ็ค
47465015856,ปากกาลูกลื่น G Stream 0.5 Dong-A แดง*12pcs,กล่อง
4746617623,ไหมพรมG-5002-3/40กรัม สีส้ม*12,แพ็ค
47464012048,สมุดโน๊ตเย็บลวดA5*NF3G-152*ตาราง*12ล.,แพ็ค
4746923015,ซองซิป Bx B6 No.HX-0115 (10ชิ้น/แพ็ค),แพ็ค
8854246004283,ปากกาไวท์บอร์ด โมนามิ จัมโบ้หัวตัด ดำ *12ด,กล่อง
47465015831,ไส้ดินสอ2B rotring*10pcs,กล่อง
FAH64001184,ลวดเย็บกระดาษ SDI 23/10 1210 (10กล่อง),กล่อง
28851907202419,เรนาซองซ์ปากกาไมโครสเกล บลัช *12ด,กล่อง
4895151527553,ปากกาชาร์ปี้อัลตร้าไฟน์ สีแดง *6ด,กล่อง
8851552201702,ปากกาเคมี2หัว Horse สีชมพู (12ด้าม/กล่อง),กล่อง
6971169561654,ปากกาลูกลื่น0.5น้ำเงิน ไอติมLP200 *12ด,กล่อง
FAH64000985,กรรไกร 3M 8นิ้ว CAT.1408 (6ชิ้น/กล่อง),กล่อง
47464012091,ไส้ปากกา*เพนเทล0.1*LR10-Bแดง*12ชิ้น,กล่อง
FAH64002275,"ลวดเย็บกระดาษเบอร์ 35-1M""แมกซ์"" 24กล่อง/แพ็ค",กล่อง
47464011733,ถุงกระดาษน้ำตาล*DOMON*FF-054(S)*12ช,แพ็ค
47465013927,เทปใส L ใหญ่ 1/2นิ้วx36หลา*12ม้วน,กล่อง
FAH64003329,เชือกลูกเสือขาว*12ม,แพ็ค
8809078873651,ปากกาลูกลื่นเจล g'soft hi grip0.38 ดำ *12ด,กล่อง
9555684638779,ปากกาลูกลื่นเฟเบอร์0.5 RX5 สีชมพู *30ด,กระปุก
4746821451,บิลส่งของ BOSTON ชนิดคาร์บอนในตัว ประเภท2ชั้น No.201 (10เล่ม/แพ็ค),แพ็ค
FAH64002441,"เทปใส1/2""(12mmx33m.) *12ม*เดลต้า",แพ็ค
FAH64000983,กรรไกร 3M 7นิ้ว CAT.1407 (6ชิ้น/กล่อง),กล่อง
084511382190,ยางลบFoam SAKURA XRFW-100 (20ก้อน/กล่อง),กล่อง
4746821773,ลูกขนไก่ GRAND SPORT  No.372972 (12ลูก/หลอด),หลอด
FAH64000250,แปรงลบกระดานไม้MK-001 *12ช,แพ็ค
47466016530,แฟ้มกระดุมF4 MT FRN-OS07 (12ชิ้น/แพ็ค),โหล
4746821034,ซาร่า เม็ดรี ยาเม็ดบรรเทาปวด 10เม็ด*20แผง,กล่อง
4746617877,เทปผ้า Armstrong 48mmx8 สีฟ้า*6,แพ็ค
47465013344,ดินสอต่อไส้ สไปร์เดอร์แมนแพ็ค48 SM-1748A,กระปุก
6956953564332,ปากกาเจลลบได้หนู GP-3399 *12ด,กล่อง
FAH64003741,ไหมพรมนกยูง14กรัม คละสี *12ม,แพ็ค
9555684650962,ยางลบDust Free สีดำเฟเบอร์ *24ช,กล่อง
FAH64002072,คาร์บอนฟิล์มน้ำเงิน ซัฟไฟล์ *100ผ,กล่อง
4746618185,คลิปดำ Elephant 8มม. No.E112 (12กล่อง),กล่อง
4746718515,ทรานสพอร์ เทปแต่งแผลชนิดใส NEXCARE 1นิ้ว*10หลา 1*12ม้วน,กล่อง
4741725,ดินสอHBสูตรคูณสีเขียว เฟเบอร์ *12ก,แพ็ค
28851907065786,ดินสอวาดเขียน4B เรนาซองซ์ *12ท,กล่อง
FAH64002283,ตราม้า แท่นประทับ#3 สีน้ำเงิน *12ช,แพ็ค
8809331230986,ปากกาลูกลื่น FASTER CX-913FAN *12ด,กล่อง
47464011555,กระดาษทิชชู่ สก๊อตต์ ซีเลคท์ ม้วนเล็ก 12ม้วน/แพ็ค,แพ็ค
FAH64000115,กระดาษบรู๊ฟ (500แผ่น/รีม),รีม
47465014858,กบเหลาดินสอ เอลเฟ่น ลูกกวาด EF-S4 (48ชิ้น/กระปุก),กระปุก
8854888003415,ปากกาลูกลื่นนง.Maples*MP919A*50ด้าม,กระปุก
FAH64001773,ยางลบDeli สีดำ3043 *45ก,กล่อง
47464010991,ดินสอดำพิมพ์ลาย*Faster 2B*12ก.,กุรุส
4746720003,ปากกาเน้นข้อความ SOFTY AL-303 ORANGE (10ด้าม/กล่อง),กล่อง
FAH64007936,ถุงหูหิ้วตราดาว หนา 15x30 *10ห่อ,มัด
6971169561661,ปากกาลูกลื่น0.5แดง ไอติมLP200 *12ด,กล่อง
FAH64003045,สายคล้องคอสีเขียวSTR07 *100ส,แพ็ค
4746617349,ดอกมะลิจัดช่อ (สีขาว) *100ดอก,แพ็ค
47466016887,กระเป๋าผ้าดิบหูยาว DOMON 8นิ้ว PG-068 (Size S) (10ใบ),แพ็ค
FAH64001632,กาว TOA 32ออนซ์ (12กระปุก/กล่อง),ลัง
47465013018,ผ้าพันคองานรับดอกไม้ คละสี*ยกแพ็ค,แพ็ค
28851907221939,ปากกาลบคำผิด elfen BLUE 4มล. (12ด้าม/กล่อง),กล่อง
4746718448,ปากกา flexoffice หมึกน้ำมัน แบบกด 0.7มม. FO-GELB068 หมึกน้ำเงิน (50ด้าม/กระปุก),กระปุก
4746922469,ดินสอสีไม้ระบายน้ำ Master Art 36สี (6กล่อง/แพ็ค),แพ็ค
8851023013568,พู่กันกลม I-PAINT #9 (6ชิ้น/แพ็ค),แพ็ค
4746719438,ลวดเย็บกระดาษ DoubleA  No.35 26/6 STS-35(10กล่อง),กล่อง
47465015650,AA สมุดนักเรียน สพฐ บรรทัด5เส้น 40แผ่น (24เล่ม/แพ็ค),แพ็ค
4746923404,ปากกาไฮไลท์สเต็ดเล่อร์ ฟ้า *10ด,กล่อง
8801067402637,ปากกามาร์คเกอร์ สีน้ำเงิน โมนามิ ซิกม่าโฟวล์ ลิควิด120 12ด้าม/กล่อง,กล่อง
4746820581,ไหมพรมG-5003-5/40กรัม สีชมพูพีช (12ชิ้น/แพ็ค),แพ็ค
47465015701,ไข่จับฉลากใหญ่ (10ใบ/แพ็ค),แพ็ค
FAH64007665,เทียน7x10ตราเสือบิน *10พ,มัด
47465013041,ถุงช้อปปิ้ง JKZD-1607M*12,แพ็ค
4746718875,"เทปกระดาษกาวย่น LOUIS #M245 2"" X 20Y (6ม้วน/แพ็ค)",แพ็ค
6939775004330,โมนามิปากกาสีน้ำพลัสเพน แดง(03) *12ด,กล่อง
18851907030954,พู่กัน Master Art จิตรกรน้อย กลม เบอร์ 7 10ด้าม/แพ็ค,แพ็ค
8809331231266,ปากกาลูกลื่นOXFORD0.38 FASTER CX915 ชมพู (12ด้าม/กล่อง),กล่อง
18851907263963,ปากกามาร์ชเมลโล่0.29แดง ควอนตั้ม *12ด,กล่อง
9555684638755,ปากกาลูกลื่นเฟเบอร์0.5 RX5 สีฟ้า *30ด,กระปุก
47465016122,เข็มปักกระดาษNo.0039 #3 100g.*6กล่อง,แพ็ค
47464012013,ปากกาลูกลื่น Deli ARROW 0.5 (50ด้าม/กระบอก),กระบอก
47464012540,เอลเฟ่นคัตเตอร์18mm-1*6อัน,แพ็ค
4746922830,กระดาษทิชชู่ Kleenex บียู หนา2ชั้น 135แผ่น (6+2กล่อง/แพ็ค),แพ็ค
4746617881,เทปผ้า Armstrong 48mmx8 สีน้ำเงิน*6,แพ็ค
FAH64000987,กรรไกร 3M 6นิ้ว CAT.1426 (6ชิ้น/กล่อง),กล่อง
FAH64006862,ถุงหูหิ้วตราดาว บาง 7x15 *10ห่อ,มัด
FAH64000923,กาวแท่งสติ๊กโก้40g. ตราช้าง NON TOXIC (10ชิ้น),กล่อง
FAH64004013,ดินน้ำมันไร้สารพิษ ไดโนเสาร์/ยีราฟ คละสี (4แพ็ค/ลัง),ลัง
47465015320,ปากกาลูกลื่น Fruity Faster CX916-FAN (12ด้าม/กล่อง),กล่อง
47465015420,ปากกา MAPLES ลูกลื่น 0.5มม. MP311A น้ำเงิน (50ด้าม/กระปุก),กระปุก
FAH64004846,บทสวดมนต์BM001 *25ล,แพ็ค
47466016403,พู่กัน Master Art จิตรกรน้อย กลม เบอร์ 00 10ด้าม/แพ็ค,แพ็ค
6939219061066,ยางลบดินสอ4B*Faster*E106คละสี*แพ็ค24,แพ็ค
FAH64000698,ธงชาติ 60x90cm. 10ผืน/แพ็ค,แพ็ค
FAH64002478,"ซองน้ำตาล KTV A5 7x10"" ไม่ขยายข้าง 50ซอง/แพ็ค",แพ็ค
FAH64001634,กาว TOA 16ออนซ์ (12กระปุก/กล่อง),กล่อง
FAH64000362,กระดาษโรเนียวHi-tech A4 K32/300แผ่น *20ห,มัด
4746617066,สติ๊กเกอร์ตีเส้น Croco ขอบตรง 5มม.x9หลา (12ม้วน/แพ็ค),แพ็ค
4746617605,ไหมพรมG-5001-9/15กรัม สีน้ำเงิน*12,แพ็ค
FAH64003380,หมึกเติมไวท์บอร์ด Dong-A สีแดง (12ขวด/กล่อง),กล่อง
47465013308,ตราช้าง แฟ้มกระเป๋าซองตาไก่ 431F ชมพู*12ช,แพ็ค
4746821151,เนื้อในแฟ้มประวัติพนักงานเทศบาล(สีเหลือง) (100เล่ม/แพ็ค),แพ็ค
8851907273934,ควอนตั้มปากกาสเก็ต117 น้ำเงิน0.7 *50ด,กระปุก
8851552201665,ปากกาเคมี2หัว Horse สีส้ม (12ด้าม/กล่อง),กล่อง
FAH64001633,กาว TOA 4ออนซ์ (24กระปุก/กล่อง),ลัง
47464011906,ปากกาลูกลื่น153*การ์ตูน0.5*น้ำตาลโกโก้*12ด.,กล่อง
FAH64001599,แฟ้มสันกว้าง3นิ้ว Elephant 2100F ดำ (12เล่ม),โหล
18851907269095,ปากกามาร์ชเมลโล่0.29น้ำเงิน ควอนตั้ม *12ด,กล่อง
FAH64007930,ถุงหูหิ้วตราดาว หนา 9x18*10ห่อ,มัด
47466016834,โพสต์-อิทซูเปอร์สติกกี้นีออน 3M *24 ชิ้น,กล่อง
8851907292416,ยางลบ ควอนตั้มERSER QE600-50Tier  50ก้อน/กล่อง,กล่อง
6951956951417,ปากกาลูกลื่นเจล0.7 FASTER CX514-FAN น้ำเงิน (12ด้าม/กล่อง),กล่อง
FAH64007664,เทียน7x10ตราเสือบิน*20ซ,แพ็ค
9556089007702,ปากกาน้ำเงิน0.5(ม่วง) GRIP X P5 *10ด,กล่อง
47465015830,ไส้ดินสอHB rotring*10pcs,กล่อง
FAH64006555,ทรานสพอร์เทปแต่งแผลชนิดใส Nexcare ขนาด 1/2นิ้วx10หลา (24ม้วน/กล่อง),กล่อง
FAH64001026,แฟ้มแขวน เอลเฟ่น ELFS525Y สีเหลือง (5แพ็ค/ลัง),ลัง
47465014738,ปากกา flexoffice หมึกน้ำมัน Touchie 0.7มม. FO-GELB022 หมึกแดง (36ด้าม/กล่อง),กล่อง
47466016638,แฟ้มซองกระดุม Elephant 425F ชมพู (12ชิ้น/แพ็ค),แพ็ค
4741723,ปากกาเจล0.5mm. 47740 *12,กล่อง
FAH64003435,แท่นประทับ*ตราม้า*เบอร์2*สีแดง*12,แพ็ค
FAH64008806,สมุดวาดเขียนปกดำ KKP Mayflower M610 (12เล่ม/แพ็ค),แพ็ค
47465014740,ปากกา flexoffice หมึกน้ำมัน Touchie 0.7มม. FO-GELB022 หมึกดำ (36ด้าม/กล่อง),กล่อง
6933631504392,ปากกกดแดง Super Oilball A2 *40ด,กระปุก
FAH64006866,ถุงหูหิ้วตราดาว บาง 9x18 *10ห่อ,มัด
4742151,สมุดนักเรียนปก5-. Hi-tech (24เล่ม/แพ็ค),แพ็ค
8809331230115,ปากกาลูกลื่นฟลอรัล0.38 FASTER CX910 แดง (12ด้าม/กล่อง),กล่อง
4746719832,จานทรงลึก BEST BUY P9002-8 ครีมขาว (12ใบ),แพ็ค
FAH64000221,ใบเสร็จรับเงิน #2 ฟลามิงโก้ *25ล,แพ็ค
47466016472,ปากกา Double A ลูกลื่น 0.5มม. ALPINE น้ำเงิน (50ด้าม/กระบอก),กระบอก
47464012380,แก้วเซรามิค*12ใบ*ลายหินอ่อน*แมวเหมียว,แพ็ค
47464011902,ปากกาลูกลื่น153*การ์ตูน0.5*เหลืองบานาน่า*12ด.,กล่อง
FAH64001164,คลิปดำ SDI 15mm. 0227(113) (12กล่อง),กล่อง
4746922866,ปากกาไวท์บอร์ด Quantum QW-1400 หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
FAH64002769,แฟ้มซองกระดุมตราช้าง425A4 ชมพู *12ช,แพ็ค
6925282282545,ปากกกดน้ำเงิน Super Oilball A2 *40ด,กระปุก
6953787330805,ปากกาเจลกดM&G*K3571 น้ำเงิน *12,กล่อง
4746617076,สติ๊กเกอร์ใสหลังเหลือง COMAX A4 50แผ่น,แพ็ค
6920553200952,ดินสอสีลบได้ I-PAINT 12สี (12กล่อง/แพ็ค),แพ็ค
9555684638144,ปากกาลูกลื่น1423/สีดำ0.7เฟเบอร์ *30ด,แพ็ค
6971169560824,ปากกาลูกลื่น0.5ดำ สวีต โหมด LP200 *12ด,กล่อง
FAH64000955,เอลเฟ่นคัตเตอร์18mm-1 *60ช,กล่อง
FAH64000093,ฟลามิงโก้ใบส่งของคาร์บอน 2ชั้น #1 *10ล,แพ็ค
8851023013513,พู่กันกลม I-PAINT (12ชิ้น/แพ็ค),แพ็ค
4746720211,เทปกระดาษกาวสองหน้า CROCO 6มม.x10หลา (24ม้วน/แพ็ค),แพ็ค
4715419813009,รีฟิลเทปลบ 5mmx6m faster R-C649 (12ชิ้น/กล่อง),กล่อง
47464012042,สมุดโน๊ตเย็บลวดB5*NF3G-252*12ล.,แพ็ค
FAH64000957,ตราช้างเทปโฟมกาวสองหน้า24mm.x1m *12ม,กล่อง
FAH64000678,กาวแท่ง UHU 8.2g. (24ชิ้น/กล่อง),กล่อง
8854889000628,ปากกาปลอกสีน้ำเงินMP877 *50ด,กระปุก
4743351,ปากกาสีน้ำ MONAMI Sign Pen Super สีน้ำเงิน (12ด้าม/กล่อง),กล่อง
18851907177338,ดินสอสีไม้ Elephant แท่งสั้น 12สี (12กล่อง/แพ็ค),แพ็ค
4740598,ดินสอสีไม้ COLLEN No.787 12แท่ง 24สี (12กล่อง),แพ็ค
4746617597,ไหมพรมG-5001-3/15กรัม สีส้ม*12,แพ็ค
4746617914,ไส้ปากกาหัวเข็ม Energel 0.5มม. LRN5-B สีแดง (12ชิ้น/กล่อง),กล่อง
4746820563,ไหมพรมG-5003-3/40กรัม สีลาเวนเดอร์ (12ชิ้น/แพ็ค),แพ็ค
4746922807,AA สมุดนักเรียน สพฐ เส้นเดี่ยว 80แผ่น (12เล่ม/แพ็ค),แพ็ค
8854888011144,ปากกา MAPLES 0.5มม. MP311 หมึกน้ำเงิน (50ด้าม/กระบอก),กระบอก
4746718987,สายรัด สีม่วง กกต.*10เส้น,แพ็ค
8851433000387,จานสี ORCA No.7 7หลุม (12ชิ้น/แพ็ค),แพ็ค
FAH64004892,"เข็มร้อยมาลัย15"" *100อ",กล่อง
28851907272740,เน้นข้อความ2หัวควอนตั้มQH790เหลือง/ม่วง*12ด,กล่อง
47464011147,ปากกา Flexoffice หมึกน้ำมัน 0.7มม. FO-024 หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
4746821551,ปากกา flexoffice ลูกลื่น flex learn แบบกด 0.7มม. FO-GELB031 หมึกดำ (50ด้าม/กระบอก),กระบอก
4746923150,แฟ้มกระดุม deli DL-F10412 A4 (สีใส) 12ชิ้น/แพ็ค,แพ็ค
FAH64000903,ใบมีดคัตเตอร์ Deli No.2011 (20หลอด/กล่อง),กล่อง
4005401074366,ปากกาไฮไลท์ FABER-CASTELL Textliner46 สีส้ม*10ด้าม,กล่อง
FAH64000303,กาวแท่ง UHU 40g (12ชิ้น/กล่อง),กล่อง
47465012980,ปากกา M&G หมึกเจล 1.0มม. AGP13672 หมึกดำ (12ด้าม/กล่อง),กล่อง
47465013039,ถุงช้อปปิ้ง SY214-M*12,แพ็ค
4746821423,ปากกาลูกลื่น เอลเฟ่น ลิโซ่ โซนิค 0.5 หมึกน้ำเงิน (50ด้าม/กระบอก),กระบอก
6947503718053,ปากกาหมึกเจลสีน้ำเงิน0.5 Q7A *12,กล่อง
FAH64001616,ซองชมพู*7/125*ถุงแก้ว*(1*500),กล่อง
6947503727062,ปากกา M&G หมึกเจล 1.0มม. AGP13604 หมึกดำ (12ด้าม/กล่อง),กล่อง
FAH64003571,ปากกาไวท์บอร์ด Monami หัวกลม สีดำ (12ด้าม/กล่อง),กล่อง
47464012050,สมุดโน๊ตเย็บลวดA5*NF3D-154*ลายจุด*12ล.,แพ็ค
4746922738,ดินสอสีไม้ STAEDTLER 2หัว 36สี (6กล่อง/แพ็ค),แพ็ค
47466016907,ถ่าน Double A ขนาด AA แพ็ค2 (10แพ็ค/กล่อง),กล่อง
4746617478,ควอนตั้ม ปากกาสเก็ตแคคตัส *50,กระปุก
47464012087,ไส้ปากกา Pentel 0.7มม. LR-A แดง (12ชิ้น/กล่อง),กล่อง
6951956951318,ปากกาลูกลื่นเจล 0.5 FASTER CX513 น้ำเงิน (12ด้าม/กล่อง),กล่อง
47464011440,ซองน้ำตาลไม่ขยายข้าง KKP (มีครุฑ) 9x12 3/4 KA (50ซอง),แพ็ค
47466017028,ปากกา DONG-A ลูกลื่น MY-Gel Q หมึกดำ (12ด้าม/กล่อง),กล่อง
4746820784,กล่องดินสอพลาสติกแฟนซี DILOK PB166 คละลาย (12ชิ้น/แพ็ค),แพ็ค
4743720,โมนามิปากกาสีน้ำซูเปอร์ไซน์เพน ชมพู *12ด,กล่อง
47464012552,ทรานสพอร์เทปแต่งแผลชนิดใส Nexcare ขนาด 1นิ้วx5หลา (12ม้วน/กล่อง),กล่อง
4746617584,ยางลบFoam SAKURA XRFW-200 (10ก้อน/กล่อง),กล่อง
FAH64000418,ธงราชินี(สท)40x60 *10ผ,แพ็ค
FAH64005069,กระดาษสาห่อเหรียญKiddy *10ห,แพ็ค
